unit_number;time_cycle;setting_1;setting_2;setting_3;sensor_2;sensor_3;sensor_4;sensor_7;sensor_8;sensor_9;sensor_13;sensor_14;sensor_20;Degradation Classification;RUL
56;214;6,26437E+15;4,16667E+16;0;7,37952E+15;5,44583E+15;6,98346E+15;4,84702E+15;2,42424E+16;2,97047E+16;3,23529E+16;3,29704E+15;3,72093E+16;1;61
56;215;4,82759E+15;1,66667E+16;0;6,74699E+15;5,73359E+15;4,89534E+16;4,52496E+15;3,33333E+16;2,87266E+15;3,52941E+16;2,90742E+15;2,86822E+16;1;60
56;216;7,41379E+15;75;0;5,75301E+15;3,68651E+15;4,69278E+14;4,7182E+16;4,09091E+15;3,24239E+15;3,82353E+16;3,24543E+16;3,79845E+14;1;59
56;217;4,31034E+16;5;0;5,66265E+15;6,27207E+15;5,14517E+15;3,83253E+15;3,0303E+15;2,80625E+16;3,82353E+16;3,06843E+15;4,26357E+16;1;58
56;218;5,74713E+15;8,33333E+15;0;5,27108E+15;4,30347E+15;5,10297E+14;5,12077E+15;2,72727E+15;3,1374E+16;3,82353E+16;3,58396E+16;5,03876E+15;1;57
56;219;5,11494E+15;25;0;6,89759E+15;5,00327E+15;5,76469E+15;3,81643E+16;3,33333E+16;3,06201E+15;3,52941E+16;3,24492E+16;3,02326E+15;1;56
56;220;5,74713E+15;75;0;5,06024E+15;6,25245E+15;4,89365E+16;4,47665E+15;3,63636E+15;3,21547E+16;3,97059E+14;3,61699E+15;4,96124E+15;1;55
56;221;3,90805E+15;5,83333E+15;0;6,08434E+15;4,83976E+16;6,158E+15;4,41224E+16;4,09091E+15;3,22804E+15;4,11765E+16;3,03747E+16;2,86822E+16;1;54
56;222;5,8046E+15;8,33333E+15;0;5,57229E+15;6,86941E+14;6,11074E+15;3,54267E+16;3,78788E+16;3,32047E+15;3,82353E+16;3,38219E+16;3,64341E+15;1;53
56;223;5,74713E+15;3,33333E+15;0;6,29518E+15;3,64726E+15;6,25422E+15;3,60709E+15;3,18182E+16;3,65566E+16;3,67647E+15;3,10816E+16;3,87597E+16;1;52
56;224;4,54023E+15;3,33333E+15;0;6,68675E+15;4,64138E+15;5,60939E+15;3,75201E+15;4,24242E+15;3,09028E+15;3,52941E+16;3,58293E+16;4,18605E+15;1;51
56;225;2,93103E+16;3,33333E+15;0;5,99398E+15;4,68934E+16;6,92606E+15;3,92915E+15;3,0303E+15;3,2563E+16;4,41176E+16;3,35122E+16;3,95349E+16;1;50
56;226;4,42529E+15;1,66667E+16;0;3,73494E+15;5,93416E+15;6,00101E+15;4,84702E+15;3,18182E+16;3,02342E+16;4,26471E+15;3,26091E+16;3,17829E+15;1;49
56;227;3,21839E+15;3,33333E+15;0;7,46988E+14;5,9189E+14;5,81533E+15;4,15459E+15;4,24242E+15;3,29489E+15;4,26471E+15;3,52926E+16;3,17829E+15;1;48
56;228;5,51724E+15;3,33333E+15;0;6,68675E+15;5,16896E+15;6,83997E+15;4,63768E+16;3,18182E+16;3,19483E+16;3,82353E+16;3,36E+15;4,57364E+15;1;47
56;229;5,17241E+15;3,33333E+15;0;5,36145E+15;6,41378E+15;6,25253E+15;4,2351E+15;3,93939E+16;3,56995E+16;3,67647E+15;3,52565E+15;3,41085E+15;1;46
56;230;5,4023E+15;1,66667E+16;0;7,6506E+15;5,00545E+15;5,34605E+14;4,2351E+15;3,48485E+15;3,5354E+16;3,08824E+15;3,46837E+16;3,87597E+16;1;45
56;231;3,33333E+16;5;0;6,44578E+14;5,67255E+14;6,63572E+15;5,44283E+15;4,09091E+15;3,66643E+15;3,67647E+15;3,61286E+14;4,10853E+15;1;44
56;232;5,91954E+15;6,66667E+15;0;5,45181E+15;5,04251E+15;6,0871E+15;3,42995E+15;3,48485E+15;3,66374E+16;4,11765E+16;3,56487E+16;1,78295E+16;1;43
56;233;4,54023E+15;4,16667E+16;0;6,20482E+15;5,47635E+15;7,40209E+15;3,34944E+16;3,33333E+16;3,33034E+15;3,38235E+15;3,66395E+16;2,7907E+15;1;42
56;234;5;8,33333E+15;0;6,50602E+15;4,89645E+15;6,70831E+15;4,13849E+16;4,24242E+15;3,59957E+15;3,82353E+16;3,50191E+16;3,72093E+16;1;41
56;235;5,11494E+15;3,33333E+15;0;6,50602E+15;6,15217E+15;6,51756E+15;3,80032E+15;3,33333E+16;3,82931E+16;3,23529E+16;3,93384E+16;3,17829E+15;1;40
56;236;7,58621E+15;25;0;6,80723E+15;6,18923E+15;6,86361E+15;3,96135E+15;3,78788E+16;3,49637E+15;3,97059E+14;3,55764E+16;3,10078E+16;1;39
56;237;5,11494E+15;1,66667E+16;0;5,96386E+15;5,94942E+15;6,09554E+15;3,63929E+16;3,33333E+16;3,78354E+16;4,11765E+16;3,7362E+16;2,63566E+16;1;38
56;238;4,65517E+16;75;0;5,87349E+15;5,05777E+15;6,46016E+15;4,28341E+14;3,0303E+15;3,72835E+15;3,08824E+15;3,79141E+16;3,56589E+16;1;37
56;239;4,65517E+16;8,33333E+15;0;6,20482E+15;6,66885E+14;6,17657E+15;4,09018E+16;4,24242E+15;3,24733E+16;3,52941E+16;3,69594E+16;4,03101E+15;1;36
56;240;4,13793E+16;9,16667E+15;0;4,72892E+15;7,25747E+14;7,89669E+14;4,41224E+16;3,93939E+16;3,97783E+15;3,23529E+16;3,97048E+15;4,10853E+15;1;35
56;241;6,72414E+15;1,66667E+16;0;5,63253E+15;6,22847E+14;4,61512E+15;4,36393E+16;3,93939E+16;4,06354E+14;3,23529E+16;4,08298E+15;2,55814E+16;1;34
56;242;6,14943E+15;1,66667E+16;0;7,89157E+15;6,47918E+15;6,90918E+14;4,29952E+15;3,93939E+16;3,82348E+15;3,82353E+16;4,00144E+15;3,56589E+16;1;33
56;243;5,97701E+15;8,33333E+15;0;6,11446E+14;6,69937E+15;6,55132E+15;4,42834E+15;3,78788E+16;4,16001E+14;4,26471E+15;4,05305E+15;2,0155E+16;1;32
56;244;4,13793E+16;25;0;7,10843E+15;6,02572E+15;5,82883E+15;3,57488E+15;3,48485E+15;4,10078E+15;3,67647E+15;4,19548E+15;3,72093E+16;1;31
56;245;7,12644E+15;8,33333E+15;0;5,84337E+15;5,33028E+14;5,947E+15;4,29952E+15;4,24242E+15;4,17033E+15;3,67647E+15;4,13665E+16;3,48837E+14;1;30
56;246;5,8046E+15;8,33333E+15;0;5,84337E+15;5,80336E+15;6,7944E+15;3,97746E+15;3,93939E+16;3,51701E+16;3,23529E+16;4,03034E+16;2,7907E+15;1;29
56;247;3,85057E+15;25;0;7,6506E+15;6,06933E+15;6,87036E+15;4,94364E+16;3,93939E+16;4,11559E+15;4,41176E+16;4,00403E+16;2,7907E+15;1;28
56;248;4,25287E+16;6,66667E+15;0;7,40964E+15;5,62677E+15;6,33693E+15;3,97746E+15;4,09091E+15;3,97604E+16;5E+16;4,12117E+16;2,4031E+16;1;27
56;249;6,72414E+15;1,66667E+16;0;6,89759E+15;5,68563E+14;6,74375E+15;2,89855E+16;4,54545E+16;4,0227E+15;4,41176E+16;4,19651E+16;4,10853E+15;1;26
56;250;5,28736E+15;75;0;8,61446E+15;7,12666E+15;7,97434E+14;3,49436E+16;3,33333E+16;4,32514E+15;4,11765E+16;4,41325E+15;3,33333E+16;1;25
56;251;5,22989E+15;1,66667E+16;0;6,50602E+15;5,44583E+15;7,27549E+15;4,2351E+15;4,84848E+15;4,36417E+16;3,38235E+15;4,51027E+16;2,32558E+16;1;24
56;252;2,75862E+16;5,83333E+15;0;7,43976E+15;4,87683E+15;6,60533E+15;3,96135E+15;3,93939E+16;4,6177E+15;3,82353E+16;4,17484E+15;3,41085E+15;1;23
56;253;7,47126E+15;8,33333E+15;0;5,87349E+15;6,11075E+15;6,03309E+15;4,13849E+16;3,33333E+16;4,53379E+15;4,11765E+16;4,53607E+16;3,56589E+16;1;22
56;254;6,49425E+15;75;0;6,14458E+15;5,3281E+15;7,3025E+15;3,62319E+16;4,09091E+15;4,39065E+16;4,41176E+16;4,78532E+16;2,55814E+16;1;21
56;255;5;6,66667E+15;0;5,69277E+14;6,74951E+15;7,14382E+15;2,33494E+16;3,18182E+16;4,4427E+16;3,97059E+14;4,72804E+16;4,03101E+15;1;20
56;256;4,71264E+16;5;0;6,62651E+15;6,61216E+15;8,36259E+15;3,80032E+15;4,24242E+15;4,70609E+15;4,11765E+16;4,73114E+15;3,10078E+16;1;19
56;257;5,11494E+15;5;0;7,13855E+14;6,27861E+15;6,34537E+13;2,23833E+15;3,78788E+16;4,57238E+16;3,82353E+16;4,94065E+15;2,24806E+16;1;18
56;258;4,25287E+16;3,33333E+15;0;6,41566E+15;5,12317E+14;8,76266E+15;4,05797E+15;4,39394E+15;4,55308E+16;4,55882E+15;5,12437E+15;3,33333E+16;1;17
56;259;4,13793E+16;6,66667E+15;0;7,53012E+15;4,6283E+15;6,51587E+15;4,94364E+16;3,48485E+15;4,71327E+15;3,67647E+15;4,7781E+15;2,24806E+16;1;16
56;260;5,63218E+15;1,66667E+16;0;6,77711E+14;7,75016E+15;6,68298E+15;4,10628E+15;3,78788E+16;4,63699E+15;3,82353E+16;5,10992E+15;2,0155E+16;1;15
56;261;2,70115E+15;8,33333E+15;0;8,04217E+15;6,41378E+15;7,50169E+15;2,93076E+15;3,33333E+16;4,89007E+16;4,41176E+16;5,0836E+15;2,4031E+16;1;14
56;262;2,47126E+16;5;0;6,95783E+15;7,75888E+15;7,65361E+14;3,31723E+15;3,63636E+15;5,03949E+14;4,41176E+16;5,26835E+15;2,17054E+16;1;13
56;263;4,77011E+16;4,16667E+16;0;7,3494E+15;5,71615E+15;7,88319E+15;3,49436E+16;3,18182E+16;4,91295E+15;3,82353E+16;5,43245E+15;1,08527E+16;1;12
56;264;5,74713E+15;6,66667E+15;0;8,01205E+15;5,78156E+15;7,12525E+15;3,52657E+16;4,24242E+15;4,99865E+15;3,97059E+14;5,34111E+15;1,93798E+16;1;11
56;265;3,90805E+15;8,33333E+15;0;5,99398E+15;7,06126E+15;7,2316E+15;3,65539E+15;3,0303E+15;4,73302E+15;4,11765E+16;5,06089E+15;2,7907E+15;1;10
56;266;5,63218E+15;5;0;6,14458E+15;7,66078E+15;7,91357E+15;4,05797E+15;4,09091E+15;5,22436E+15;4,11765E+16;5,32924E+15;2,94574E+16;1;9
56;267;4,13793E+16;75;0;6,56627E+15;6,03445E+15;7,65361E+14;3,51047E+15;3,93939E+16;5,24993E+15;4,70588E+16;5,79988E+15;2,17054E+16;1;8
56;268;6,26437E+15;75;0;7,53012E+15;4,93351E+15;5,92843E+15;2,30274E+16;4,09091E+15;5,76909E+15;5E+16;5,37104E+15;1,93798E+16;1;7
56;269;5,68966E+15;25;0;6,62651E+15;6,81709E+15;7,44936E+14;2,68921E+15;4,09091E+15;5,45724E+14;4,41176E+16;5,35401E+15;2,71318E+16;1;6
56;270;5,28736E+15;25;0;5,42169E+15;8,32352E+15;8,81161E+15;3,34944E+16;3,93939E+16;5,47339E+15;3,97059E+14;5,56662E+15;2,7907E+15;1;5
56;271;5,11494E+15;5,83333E+15;0;7,77108E+15;6,12601E+14;8,2343E+15;2,6248E+16;4,39394E+15;5,73409E+14;3,97059E+14;5,40716E+15;2,71318E+16;1;4
56;272;5,74713E+15;6,66667E+15;0;6,71687E+14;6,75823E+15;9,22856E+15;3,97746E+15;3,93939E+16;5,91717E+15;3,97059E+14;5,70337E+15;3,25581E+15;1;3
56;273;5,8046E+15;9,16667E+15;0;6,86747E+15;6,62961E+15;7,28731E+15;3,07568E+16;5;5,78211E+15;4,70588E+16;5,97533E+14;1,78295E+16;1;2
56;274;4,02299E+16;3,33333E+15;0;6,98795E+15;5,98212E+15;8,17016E+15;2,81804E+15;3,78788E+16;5,97012E+14;4,41176E+16;5,82258E+15;4,49612E+16;1;1
56;275;1,66667E+16;5,83333E+15;0;8,6747E+15;6,41596E+15;7,59453E+15;2,56039E+15;3,93939E+16;5,55371E+14;4,55882E+15;6,05377E+15;1,00775E+16;1;0
57;1;2,87356E+16;1,66667E+16;0;4,30723E+14;4,89209E+15;3,40142E+16;6,00644E+15;2,57576E+16;1,2371E+15;2,94118E+16;1,86655E+16;6,35659E+15;0;111
57;2;7,18391E+15;5;0;2,1988E+16;3,30063E+16;2,50169E+16;6,58615E+15;2,27273E+16;1,21691E+16;25;1,81546E+16;6,20155E+15;0;111
57;3;4,1954E+16;1,66667E+16;0;2,95181E+15;4,48223E+15;4,19142E+15;7,50403E+15;3,18182E+16;1,25639E+16;2,64706E+16;1,57498E+15;5,73643E+15;0;111
57;4;4,88506E+15;25;0;4,36747E+15;3,83693E+15;2,44429E+16;7,02093E+15;3,18182E+16;7,3185E+15;2,35294E+16;1,86655E+16;6,43411E+15;0;111
57;5;3,73563E+15;8,33333E+15;0;3,8253E+16;4,0484E+15;4,46826E+16;5,90982E+14;2,87879E+15;1,10877E+16;2,79412E+15;1,49345E+16;4,10853E+15;0;111
57;6;4,02299E+16;1,66667E+16;0;2,37952E+16;3,34859E+15;2,55571E+15;7,21417E+15;1,9697E+16;1,75222E+16;2,64706E+16;1,67974E+16;7,36434E+15;0;111
57;7;4,36782E+15;8,33333E+15;0;3,19277E+14;1,54567E+16;4,20324E+15;6,8277E+15;2,12121E+15;1,38742E+16;1,61765E+15;1,73341E+16;5,65891E+15;0;111
57;8;5;25;0;3,55422E+16;4,27513E+16;2,44767E+16;6,57005E+15;2,27273E+16;8,09926E+15;3,38235E+15;1,50377E+16;6,27907E+15;0;111
57;9;2,98851E+16;8,33333E+15;0;5;3,59276E+15;2,87812E+16;8,21256E+15;2,72727E+15;1,04954E+16;25;1,68335E+16;5,73643E+15;0;111
57;10;4,65517E+16;25;0;4,48795E+15;2,81448E+15;3,39467E+15;7,29469E+15;2,72727E+15;1,54222E+16;2,64706E+16;1,67664E+15;5,96899E+15;0;111
57;11;6,49425E+15;5,83333E+15;0;3,76506E+15;2,9758E+16;3,35922E+15;6,68277E+15;2,57576E+16;1,1689E+16;2,64706E+16;1,84488E+16;6,58915E+15;0;111
57;12;4,82759E+15;3,33333E+15;0;4,36747E+15;3,22651E+16;3,89433E+15;6,65056E+15;1,9697E+16;1,37216E+16;25;1,6689E+16;6,51163E+14;0;111
57;13;5,8046E+15;4,16667E+16;0;2,43976E+15;3,02812E+15;3,17353E+16;7,05314E+15;2,72727E+15;1,31787E+16;3,52941E+16;1,35876E+16;7,36434E+15;0;111
57;14;5,8046E+15;4,16667E+16;0;4,60843E+15;3,23305E+15;3,12627E+16;6,50564E+15;3,33333E+16;1,54447E+16;3,38235E+15;1,71122E+16;6,97674E+15;0;111
57;15;4,65517E+16;8,33333E+15;0;2,22892E+16;4,21844E+15;3,54659E+16;5,781E+15;3,63636E+15;1,43723E+15;2,64706E+16;1,30509E+16;6,89922E+15;0;111
57;16;4,82759E+15;3,33333E+15;0;3,13253E+15;2,62045E+16;2,09149E+16;6,65056E+15;2,72727E+15;9,90308E+15;2,94118E+16;1,47074E+16;6,20155E+15;0;111
57;17;5,57471E+15;8,33333E+15;0;3,43373E+16;3,24613E+16;3,73059E+15;6,08696E+15;2,12121E+15;1,39819E+16;3,82353E+16;1,49241E+16;6,82171E+15;0;111
57;18;4,77011E+16;8,33333E+15;0;2,40964E+16;3,64072E+16;3,94835E+14;5,89372E+15;2,12121E+15;1,1339E+16;3,08824E+15;1,51512E+14;5,27132E+15;0;111
57;19;4,36782E+15;6,66667E+15;0;2,86145E+14;3,68869E+15;3,58204E+15;5,86151E+15;3,18182E+16;1,37171E+16;2,79412E+15;1,43565E+16;5,73643E+15;0;111
57;20;6,49425E+15;8,33333E+15;0;4,60843E+15;3,51864E+15;4,1391E+16;6,87601E+15;1,9697E+16;9,91205E+15;2,64706E+16;1,76437E+16;6,04651E+15;0;111
57;21;5,22989E+15;5,83333E+15;0;3,28313E+16;3,29627E+16;3,51958E+15;6,65056E+15;2,27273E+16;1,11729E+16;2,64706E+16;1,70915E+16;5,96899E+15;0;111
57;22;3,16092E+15;6,66667E+15;0;3,37349E+16;1,8051E+16;2,5287E+15;7,13366E+15;2,87879E+15;1,39056E+16;3,38235E+15;1,95118E+16;6,89922E+15;0;111
57;23;5,17241E+15;75;0;4,6988E+16;3,76935E+16;2,87475E+16;6,87601E+15;2,27273E+16;1,27748E+16;1,76471E+16;1,52028E+15;5,73643E+15;0;111
57;24;6,89655E+15;5;0;4,33735E+16;3,47286E+15;3,87745E+15;6,34461E+15;1,66667E+16;1,10787E+16;25;1,80772E+16;6,66667E+15;0;111
57;25;5,97701E+15;5,83333E+15;0;4,33735E+16;3,03248E+15;3,6867E+15;7,40741E+15;2,87879E+15;1,79126E+15;3,23529E+16;1,83765E+16;7,28682E+15;0;111
57;26;6,6092E+15;8,33333E+15;0;2,40964E+16;2,9104E+16;4,68265E+15;7,24638E+15;1,66667E+16;1,07018E+16;25;1,48106E+16;6,43411E+15;1;111
57;27;4,82759E+15;6,66667E+15;0;3,10241E+16;3,4358E+16;2,45273E+16;7,13366E+15;2,72727E+15;1,16845E+16;2,79412E+15;1,57343E+16;5,27132E+15;1;110
57;28;7,18391E+15;8,33333E+15;0;3,6747E+16;3,16329E+14;3,33052E+15;5,42673E+15;3,93939E+16;1,14601E+16;2,20588E+15;1,57756E+16;5,89147E+15;1;109
57;29;2,75862E+16;8,33333E+15;0;3,79518E+15;3,01286E+15;3,76772E+15;6,2963E+15;1,9697E+16;1,03787E+15;25;1,63691E+15;5,73643E+15;1;108
57;30;2,06897E+15;5,83333E+15;0;2,95181E+15;4,78526E+16;1,36732E+16;6,57005E+15;2,42424E+16;8,10823E+15;2,79412E+15;1,71432E+16;6,27907E+15;1;107
57;31;4,36782E+15;5,83333E+15;0;3,49398E+16;2,20842E+15;3,92134E+15;7,18196E+15;2,72727E+15;1,25056E+16;2,94118E+16;1,63742E+16;5,96899E+15;1;106
57;32;2,75862E+16;1,66667E+16;0;4,48795E+15;3,92849E+15;4,69953E+15;7,18196E+15;2,72727E+15;1,40312E+16;2,05882E+16;2,05388E+16;6,89922E+15;1;105
57;33;6,14943E+15;3,33333E+15;0;4,15663E+16;2,08633E+16;1,82816E+16;5,87762E+15;2,72727E+15;1,343E+16;2,64706E+16;1,56414E+16;6,82171E+15;1;104
57;34;3,96552E+16;4,16667E+16;0;1,89759E+16;4,26422E+15;3,62424E+16;6,40902E+15;2,42424E+16;1,63421E+15;3,52941E+16;1,61214E+16;6,04651E+15;1;103
57;35;4,82759E+15;5;0;2,77108E+16;3,81077E+16;4,22519E+15;7,06924E+15;2,42424E+16;9,755E+15;2,79412E+15;1,57292E+16;5,50388E+14;1;102
57;36;6,32184E+14;5;0;3,34337E+15;3,16547E+16;3,21742E+14;5,8132E+13;2,57576E+16;1,40582E+16;3,23529E+16;1,84436E+15;6,51163E+14;1;101
57;37;4,31034E+16;3,33333E+15;0;2,28916E+16;3,69959E+16;4,02431E+15;5,7649E+15;2,42424E+16;1,03338E+16;3,23529E+16;1,82165E+16;4,72868E+16;1;100
57;38;6,09195E+15;1,66667E+16;0;4,24699E+16;3,11315E+15;2,95071E+15;6,58615E+15;2,72727E+15;1,19986E+16;2,94118E+16;1,63897E+16;8,44961E+15;1;99
57;39;4,48276E+15;5,83333E+15;0;3,49398E+16;4,39721E+15;3,6293E+15;6,03865E+15;1,66667E+16;1,45697E+16;2,94118E+16;1,76953E+16;5,5814E+15;1;98
57;40;5,57471E+15;3,33333E+15;0;1,41566E+16;1,8814E+16;3,87238E+15;5,84541E+15;2,72727E+15;1,13883E+16;2,79412E+15;1,59098E+15;5,89147E+15;1;97
57;41;6,2069E+15;8,33333E+15;0;2,68072E+15;4,80052E+16;3,49595E+16;6,08696E+15;3,0303E+15;1,2012E+16;3,38235E+15;1,66735E+15;5,89147E+15;1;96
57;42;4,88506E+15;6,66667E+15;0;4,00602E+16;2,8559E+16;2,60804E+15;7,27858E+15;2,72727E+15;9,82231E+15;2,94118E+16;1,64258E+16;5,27132E+15;1;95
57;43;2,47126E+16;1,66667E+16;0;1,14458E+16;3,29409E+15;4,01924E+16;5,90982E+14;3,33333E+16;1,25954E+16;2,64706E+16;1,32986E+16;5,03876E+15;1;94
57;44;4,54023E+15;1,66667E+16;0;3,8253E+16;3,24177E+16;3,27988E+15;5,99034E+15;2,72727E+15;7,62362E+15;2,79412E+15;1,47177E+16;7,2093E+14;1;93
57;45;7,01149E+15;5;0;4,66867E+14;3,02376E+15;4,71978E+16;6,95652E+15;2,57576E+16;1,36543E+16;2,79412E+15;1,53989E+15;4,4186E+15;1;92
57;46;6,14943E+15;5;0;4,60843E+15;2,43078E+16;2,6553E+16;7,23027E+15;2,72727E+15;1,47626E+16;3,38235E+15;1,57085E+15;6,97674E+15;1;91
57;47;4,82759E+15;3,33333E+15;0;3,55422E+16;3,01504E+16;3,1499E+16;5,49114E+15;3,78788E+16;1,2712E+15;3,08824E+15;1,7654E+16;5,96899E+15;1;90
57;48;3,21839E+15;8,33333E+15;0;2,89157E+15;3,22651E+16;3,35753E+16;6,69887E+15;2,57576E+16;1,15633E+16;3,08824E+15;1,46764E+16;4,96124E+15;1;89
57;49;3,90805E+15;6,66667E+15;0;4,06627E+16;3,14585E+16;3,17353E+16;6,65056E+15;2,57576E+16;1,10428E+16;2,94118E+16;1,72309E+15;5,5814E+15;1;88
57;50;7,70115E+15;8,33333E+15;0;5,06024E+15;4,29693E+15;2,65024E+15;7,26248E+13;3,0303E+15;1,41703E+16;2,20588E+15;1,55382E+16;5,03876E+15;1;87
57;51;5,22989E+15;6,66667E+15;0;5,09036E+15;3,02158E+16;3,64619E+15;6,07085E+15;1,81818E+16;8,87104E+15;2,64706E+16;1,4083E+15;5,65891E+15;1;86
57;52;4,02299E+16;75;0;4,06627E+16;4,08546E+16;2,96759E+15;7,19807E+15;3,33333E+16;1,00736E+16;2,35294E+16;1,47951E+15;5,65891E+15;1;85
57;53;4,5977E+16;8,33333E+15;0;4,90964E+16;5,49161E+15;2,84774E+15;5,41063E+15;3,18182E+16;1,04326E+16;2,94118E+16;1,74837E+15;7,36434E+15;1;84
57;54;4,77011E+16;3,33333E+15;0;3,79518E+15;3,96991E+16;2,74983E+16;6,2963E+15;2,87879E+15;9,57103E+15;3,52941E+16;1,55537E+15;6,89922E+15;1;83
57;55;4,36782E+15;75;0;3,07229E+15;2,60955E+15;2,26367E+16;6,21578E+15;2,12121E+15;1,50408E+15;1,76471E+16;1,74579E+16;5,5814E+15;1;82
57;56;2,70115E+15;25;0;3,88554E+16;4,90081E+16;3,35922E+15;5,12077E+15;1,9697E+16;1,42915E+16;3,23529E+16;1,51099E+16;4,88372E+15;1;81
57;57;4,08046E+16;4,16667E+16;0;3,64458E+15;4,2228E+15;3,56853E+16;7,11755E+15;3,18182E+16;1,19537E+16;3,08824E+15;1,5146E+14;6,12403E+15;1;80
57;58;6,55172E+15;8,33333E+15;0;6,05422E+15;4,0375E+15;2,55908E+15;5,95813E+15;3,63636E+15;1,40896E+15;3,38235E+15;1,92796E+16;5,34884E+15;1;79
57;59;5,28736E+15;5,83333E+15;0;4,39759E+15;2,69457E+15;4,72822E+15;5,2657E+14;1,9697E+16;1,14422E+16;3,23529E+16;1,7943E+16;5,1938E+15;1;78
57;60;8,85057E+15;3,33333E+15;0;5,21084E+15;3,75845E+14;3,54153E+15;5,31401E+15;2,87879E+15;8,94283E+15;3,23529E+16;1,57447E+16;6,04651E+15;1;77
57;61;4,36782E+15;1,66667E+16;0;3,13253E+15;4,19882E+15;3,15834E+15;5,53945E+15;3,18182E+16;1,2905E+16;3,82353E+16;1,77727E+16;5,89147E+15;1;76
57;62;5,91954E+15;75;0;3,58434E+15;5,10137E+15;3,83693E+16;5,42673E+15;2,42424E+16;1,04101E+16;3,08824E+15;1,58272E+16;6,43411E+15;1;75
57;63;4,71264E+16;3,33333E+15;0;3,5241E+15;3,57968E+16;5,29878E+15;6,63446E+15;2,42424E+16;1,20165E+16;3,08824E+15;1,33089E+16;5,65891E+15;1;74
57;64;3,16092E+15;4,16667E+16;0;3,88554E+16;2,59647E+16;3,91121E+14;6,28019E+14;3,33333E+16;1,02755E+16;2,35294E+16;1,26484E+16;6,12403E+15;1;73
57;65;6,32184E+14;5,83333E+15;0;5,69277E+14;4,37977E+16;4,42775E+16;5,61997E+15;2,42424E+16;1,2905E+16;3,52941E+16;1,5208E+16;6,66667E+15;1;72
57;66;4,25287E+16;6,66667E+15;0;2,59036E+16;4,34925E+16;4,59824E+15;6,24799E+15;3,18182E+16;1,24248E+16;3,08824E+15;1,43358E+15;5,11628E+15;1;71
57;67;4,88506E+15;1,66667E+16;0;4,36747E+15;3,82167E+16;2,63167E+16;5,63607E+15;3,93939E+16;1,47806E+15;3,08824E+15;1,80514E+16;5,81395E+15;1;70
57;68;5,63218E+15;8,33333E+15;0;2,25904E+15;3,74537E+16;3,28157E+16;5,68438E+15;3,63636E+15;1,25774E+16;3,08824E+15;1,66735E+15;7,36434E+15;1;69
57;69;6,43678E+15;6,66667E+15;0;3,9759E+14;5,00763E+15;4,40581E+16;6,23188E+15;2,72727E+15;1,15947E+15;3,67647E+15;1,02487E+16;5,27132E+15;1;68
57;70;4,5977E+16;5,83333E+15;0;3,9759E+14;4,94659E+15;3,48076E+16;6,07085E+15;2,72727E+15;8,03195E+15;2,94118E+16;1,39798E+15;6,58915E+15;1;67
57;71;2,81609E+16;5,83333E+15;0;2,01807E+16;4,0048E+16;4,49696E+16;6,68277E+15;2,87879E+15;1,38383E+15;3,38235E+15;1,96976E+16;6,66667E+15;1;66
57;72;6,6092E+15;8,33333E+15;0;2,77108E+16;3,96555E+16;3,56685E+16;6,15137E+15;2,12121E+15;1,17338E+16;3,38235E+15;1,46764E+16;5,73643E+15;1;65
57;73;4,42529E+15;8,33333E+15;0;4,72892E+15;2,99324E+15;4,82782E+15;7,03704E+15;3,48485E+15;1,01185E+15;3,67647E+15;1,39282E+15;4,88372E+15;1;64
57;74;2,64368E+14;5,83333E+15;0;4,63855E+14;3,51864E+15;3,66982E+15;6,36071E+15;3,33333E+16;1,19761E+16;3,97059E+14;1,48829E+16;4,8062E+14;1;63
57;75;8,7931E+15;9,16667E+15;0;3,8253E+16;4,37105E+16;3,5449E+16;6,11916E+15;3,33333E+16;1,1671E+15;2,94118E+16;1,66993E+16;5,5814E+15;1;62
57;76;5,51724E+15;5;0;5,1506E+15;6,71681E+15;4,51553E+16;6,57005E+15;3,18182E+16;1,05761E+16;3,67647E+15;1,60904E+16;4,72868E+16;1;61
57;77;3,73563E+15;5;0;3,88554E+16;1,97515E+16;3,57022E+16;5,7649E+15;2,27273E+16;1,42421E+16;4,11765E+16;1,40881E+15;6,20155E+15;1;60
57;78;5,45977E+15;5,83333E+15;0;4,12651E+15;3,6538E+15;4,11377E+16;6,19968E+15;2,87879E+15;1,21915E+16;3,23529E+16;1,58634E+15;5,42636E+15;1;59
57;79;4,02299E+16;5,83333E+15;0;3,88554E+16;3,03902E+15;3,93653E+16;5,99034E+15;3,33333E+16;1,18415E+16;3,52941E+16;1,55486E+15;5,81395E+15;1;58
57;80;6,03448E+14;3,33333E+15;0;4,63855E+14;4,66318E+15;3,36259E+15;6,63446E+15;3,48485E+15;1,1496E+16;3,82353E+16;1,48829E+16;5,73643E+15;1;57
57;81;5,86207E+15;5;0;6,08434E+15;3,79551E+16;4,17792E+15;6,16747E+15;3,48485E+15;9,88064E+15;3,23529E+16;1,46764E+16;5,81395E+15;1;56
57;82;7,12644E+15;8,33333E+15;0;5,69277E+14;3,46414E+15;4,24038E+15;6,02254E+15;2,42424E+16;1,18236E+16;3,67647E+15;1,63846E+16;6,43411E+15;1;55
