unit_number,time_cycle,setting_1,setting_2,setting_3,sensor_3,sensor_4,sensor_7,sensor_11,sensor_12,Degradation Classification
46,100,0.0016,0.0003,100.0,1589.3,1400.26,554.1,47.26,522.32,1
46,101,-0.0015,0.0002,100.0,1584.69,1402.98,554.96,47.31,521.59,1
46,102,-0.0017,0.0002,100.0,1589.9,1401.17,554.7,47.24,522.66,1
46,103,0.0015,0.0004,100.0,1589.09,1399.28,554.16,47.31,521.75,1
46,104,-0.0005,0.0003,100.0,1586.11,1398.41,554.85,47.22,521.69,1
46,105,-0.0013,0.0004,100.0,1581.5,1403.97,553.93,47.15,521.6,1
46,106,0.0021,-0.0003,100.0,1588.31,1404.25,554.16,47.43,521.92,1
46,107,0.0018,-0.0001,100.0,1585.39,1403.38,554.71,47.25,521.87,1
46,108,0.0011,-0.0003,100.0,1584.56,1396.58,554.3,47.34,522.47,1
46,109,-0.0039,0.0005,100.0,1584.41,1402.55,554.12,47.47,522.06,1
46,110,0.0031,-0.0005,100.0,1589.15,1406.25,554.23,47.13,522.0,1
46,111,-0.0002,0.0001,100.0,1578.0,1409.16,554.85,47.08,522.17,1
46,112,0.0012,0.0002,100.0,1588.49,1405.23,553.52,47.32,522.33,1
46,113,0.001,-0.0004,100.0,1579.88,1398.14,554.22,47.45,522.31,1
46,114,0.0018,0.0001,100.0,1584.35,1403.2,554.18,47.26,522.21,1
46,115,-0.0008,-0.0002,100.0,1580.11,1396.37,553.86,47.46,521.87,1
46,116,0.002,-0.0003,100.0,1576.85,1396.1,554.75,47.28,521.71,1
46,117,0.002,-0.0001,100.0,1590.28,1399.41,553.77,47.38,521.64,1
46,118,0.004,-0.0005,100.0,1585.61,1403.76,553.71,47.27,522.19,1
46,119,0.0022,-0.0004,100.0,1580.69,1403.84,553.26,47.39,522.01,1
46,120,0.0037,-0.0002,100.0,1589.39,1402.52,553.91,47.36,522.14,1
46,121,-0.0043,0.0001,100.0,1588.51,1403.22,553.87,47.28,522.07,1
46,122,0.0021,-0.0004,100.0,1590.31,1402.71,554.02,47.29,521.58,1
46,123,-0.001,-0.0005,100.0,1585.83,1404.42,553.66,47.41,522.22,1
46,124,-0.0013,0.0003,100.0,1591.26,1397.0,554.4,47.3,522.16,1
46,125,-0.002,0.0005,100.0,1585.72,1397.6,554.1,47.17,521.69,1
46,126,-0.0009,0.0001,100.0,1584.82,1401.24,554.05,47.34,522.22,1
46,127,-0.0014,-0.0002,100.0,1576.26,1398.11,553.99,47.17,522.28,1
46,128,0.0029,0.0,100.0,1591.44,1401.05,554.47,47.29,522.12,1
46,129,-0.0008,-0.0003,100.0,1588.78,1401.19,554.45,47.22,521.17,1
46,130,0.0033,-0.0002,100.0,1585.19,1401.71,553.65,47.29,521.91,1
46,131,0.0025,0.0001,100.0,1590.0,1402.75,553.69,47.35,522.09,1
46,132,-0.0011,-0.0004,100.0,1593.0,1399.16,554.46,47.26,521.69,1
46,133,0.003,0.0,100.0,1587.8,1402.53,553.85,47.29,522.34,1
46,134,-0.0028,0.0004,100.0,1584.94,1397.17,554.17,47.31,521.79,1
46,135,-0.0042,0.0005,100.0,1581.75,1400.67,553.71,47.29,522.29,1
46,136,0.0004,0.0004,100.0,1589.92,1398.29,554.14,47.3,521.68,1
46,137,-0.0018,0.0003,100.0,1584.34,1394.91,553.77,47.34,521.95,1
46,138,-0.0012,-0.0002,100.0,1581.99,1399.29,554.22,47.41,521.78,1
46,139,-0.0029,0.0004,100.0,1578.2,1398.9,554.38,47.35,522.26,1
46,140,-0.001,-0.0005,100.0,1585.37,1402.27,554.1,47.43,521.92,1
46,141,0.0039,0.0004,100.0,1588.41,1399.21,553.86,47.39,521.65,1
46,142,-0.0011,-0.0002,100.0,1597.06,1404.14,554.62,47.29,522.17,1
46,143,-0.0017,-0.0005,100.0,1576.86,1410.27,554.41,47.32,521.98,1
46,144,-0.0039,-0.0004,100.0,1585.54,1398.11,554.08,47.32,521.82,1
46,145,0.0012,-0.0001,100.0,1583.38,1402.98,553.37,47.5,522.48,1
46,146,-0.0001,-0.0003,100.0,1585.59,1400.02,553.48,47.17,521.65,1
46,147,-0.0007,0.0005,100.0,1587.11,1400.17,553.61,47.49,521.81,1
46,148,-0.0019,-0.0001,100.0,1586.2,1391.66,553.69,47.41,522.39,1
46,149,0.001,0.0,100.0,1599.0,1407.4,553.13,47.2,521.73,1
46,150,0.0007,0.0,100.0,1588.86,1405.9,554.48,47.61,521.88,1
46,151,0.0016,-0.0005,100.0,1591.88,1399.71,554.14,47.37,521.32,1
46,152,0.0004,-0.0005,100.0,1589.74,1406.12,553.91,47.62,521.34,1
46,153,-0.0033,-0.0004,100.0,1592.88,1398.14,553.5,47.58,522.04,1
46,154,0.002,0.0002,100.0,1581.87,1402.48,554.15,47.44,521.8,1
46,155,0.0013,0.0002,100.0,1584.59,1407.71,553.29,47.47,522.04,1
46,156,-0.0005,0.0002,100.0,1582.61,1406.28,553.43,47.28,521.65,1
46,157,0.0033,-0.0002,100.0,1585.54,1408.52,553.75,47.41,521.78,1
46,158,-0.0051,0.0004,100.0,1584.83,1398.19,553.94,47.54,521.43,1
46,159,-0.0008,0.0002,100.0,1584.8,1406.27,554.21,47.45,521.65,1
46,160,-0.0021,0.0004,100.0,1590.53,1404.36,553.72,47.4,521.66,1
46,161,0.0,0.0003,100.0,1589.13,1409.91,553.9,47.46,522.15,1
46,162,0.003,0.0001,100.0,1584.18,1403.82,553.33,47.55,522.0,1
46,163,-0.002,-0.0004,100.0,1591.17,1403.75,553.44,47.35,521.96,1
46,164,0.0001,-0.0005,100.0,1592.86,1406.39,553.92,47.27,521.76,1
46,165,-0.0026,-0.0002,100.0,1591.36,1406.71,553.8,47.54,521.49,1
46,166,-0.0026,0.0,100.0,1589.3,1413.01,553.64,47.49,521.6,1
46,167,-0.0016,-0.0003,100.0,1589.49,1410.44,553.95,47.49,522.22,1
46,168,0.0004,0.0004,100.0,1581.13,1402.62,553.5,47.29,522.16,1
46,169,0.0005,-0.0,100.0,1589.57,1412.88,553.42,47.43,521.22,1
46,170,0.0024,0.0002,100.0,1584.25,1401.72,554.05,47.57,522.16,1
46,171,0.0011,0.0002,100.0,1585.77,1399.5,554.26,47.3,521.67,1
46,172,0.0033,-0.0002,100.0,1591.14,1400.21,553.46,47.33,520.96,1
46,173,-0.0058,-0.0001,100.0,1590.03,1407.57,553.79,47.62,521.6,1
46,174,0.0063,0.0,100.0,1590.89,1405.46,554.04,47.65,521.3,1
46,175,-0.0011,0.0003,100.0,1592.7,1410.57,553.66,47.6,521.94,1
46,176,-0.0018,0.0003,100.0,1592.43,1406.87,554.03,47.56,521.53,1
46,177,-0.0008,-0.0005,100.0,1595.76,1398.33,553.6,47.41,521.49,1
46,178,0.0009,0.0,100.0,1590.92,1404.84,553.51,47.42,521.23,1
46,179,0.0013,-0.0004,100.0,1589.62,1410.92,553.56,47.67,521.33,1
46,180,0.0019,0.0,100.0,1588.08,1409.72,552.82,47.39,521.42,1
46,181,-0.003,-0.0005,100.0,1591.55,1403.43,553.69,47.51,521.28,1
46,182,-0.0013,0.0005,100.0,1590.19,1403.75,554.05,47.65,521.07,1
46,183,0.0035,0.0004,100.0,1589.82,1412.53,553.0,47.55,521.97,1
46,184,-0.0015,-0.0005,100.0,1586.52,1405.93,553.06,47.51,521.27,1
46,185,-0.0014,-0.0005,100.0,1588.13,1403.91,553.27,47.51,521.38,1
46,186,-0.0023,-0.0,100.0,1586.31,1406.41,553.78,47.57,521.33,1
46,187,-0.0015,0.0005,100.0,1590.92,1404.1,552.86,47.55,521.32,1
46,188,0.0014,-0.0001,100.0,1592.47,1401.12,553.19,47.7,521.43,1
46,189,0.0021,0.0004,100.0,1584.23,1413.48,552.37,47.56,521.1,1
46,190,-0.0051,0.0,100.0,1585.6,1403.57,554.27,47.73,521.47,1
46,191,-0.0016,0.0002,100.0,1594.04,1411.98,553.22,47.53,521.47,1
46,192,0.003,0.0001,100.0,1590.97,1407.14,553.14,47.54,520.94,1
46,193,0.0039,0.0001,100.0,1583.92,1412.8,553.51,47.62,521.06,1
46,194,-0.0012,0.0,100.0,1590.96,1405.65,553.62,47.5,521.66,1
46,195,-0.0031,-0.0004,100.0,1594.64,1409.92,553.1,47.65,521.44,1
46,196,-0.0035,-0.0001,100.0,1594.68,1412.13,554.21,47.57,520.79,1
46,197,-0.0047,0.0,100.0,1585.77,1410.07,553.43,47.64,521.4,1
46,198,0.0042,-0.0002,100.0,1595.46,1416.63,553.27,47.54,521.54,1
46,199,-0.0015,0.0002,100.0,1594.03,1418.39,553.52,47.63,521.19,1
46,200,0.003,0.0003,100.0,1590.0,1413.03,553.48,47.66,520.82,1
46,201,0.0018,-0.0003,100.0,1597.84,1410.45,552.91,47.66,521.13,1
46,202,-0.0057,0.0003,100.0,1587.11,1407.87,552.97,47.65,521.27,1
46,203,-0.0025,0.0002,100.0,1593.95,1415.19,553.62,47.58,520.79,1
46,204,-0.0008,-0.0005,100.0,1590.84,1408.69,552.91,47.67,521.3,1
46,205,0.0024,-0.0002,100.0,1586.56,1412.51,553.15,47.7,521.16,1
46,206,-0.0007,0.0002,100.0,1595.42,1409.29,552.64,47.65,521.58,1
46,207,0.0022,0.0001,100.0,1583.59,1414.38,552.77,47.66,520.9,1
46,208,-0.0017,0.0001,100.0,1590.81,1409.99,553.08,47.6,520.26,1
46,209,0.0026,0.0003,100.0,1591.19,1405.62,553.19,47.76,521.06,1
46,210,-0.0018,-0.0001,100.0,1593.6,1413.19,552.89,47.8,520.83,1
46,211,0.0036,-0.0004,100.0,1588.32,1418.27,552.18,47.54,521.2,1
46,212,0.0032,-0.0002,100.0,1591.71,1414.68,553.51,47.54,520.87,1
46,213,0.0012,-0.0001,100.0,1593.17,1412.55,552.8,47.84,521.26,1
46,214,0.0009,0.0003,100.0,1590.3,1419.95,552.67,47.61,521.27,1
46,215,-0.0009,0.0002,100.0,1593.56,1414.73,552.66,47.87,521.24,1
46,216,-0.0011,-0.0004,100.0,1593.96,1421.8,552.62,47.81,521.0,1
46,217,0.0005,-0.0004,100.0,1602.49,1415.76,552.77,47.83,520.97,1
46,218,0.0013,0.0005,100.0,1596.36,1424.43,552.75,47.91,520.67,1
46,219,0.0003,0.0005,100.0,1589.54,1411.71,552.81,47.79,520.47,1
46,220,-0.0049,0.0004,100.0,1590.47,1422.97,552.48,47.73,520.68,1
46,221,-0.0005,-0.0004,100.0,1597.19,1418.26,552.76,47.91,520.54,1
46,222,-0.0032,-0.0005,100.0,1593.61,1416.66,553.03,47.74,521.1,1
46,223,0.0008,-0.0004,100.0,1589.55,1411.61,553.13,47.81,520.3,1
46,224,0.002,0.0001,100.0,1588.82,1414.86,553.02,47.83,520.46,1
46,225,0.0009,0.0002,100.0,1596.3,1418.5,551.71,47.98,520.97,1
46,226,-0.0022,-0.0001,100.0,1596.51,1415.17,553.06,47.71,521.12,1
46,227,-0.0014,0.0004,100.0,1593.94,1409.57,552.46,47.91,520.34,1
46,228,0.0016,-0.0001,100.0,1588.39,1413.37,552.45,47.76,520.56,1
46,229,0.0028,0.0001,100.0,1589.93,1428.51,551.78,47.67,521.53,1
46,230,-0.0026,-0.0004,100.0,1594.68,1420.94,552.46,47.94,520.51,1
46,231,0.0019,0.0004,100.0,1593.33,1423.59,552.57,47.91,520.75,1
46,232,0.0016,0.0003,100.0,1591.95,1415.79,552.0,47.67,520.35,1
46,233,-0.0036,0.0001,100.0,1588.18,1416.7,551.85,47.86,520.15,1
46,234,-0.0021,0.0002,100.0,1596.73,1420.76,552.29,47.82,520.03,1
46,235,0.0011,0.0003,100.0,1603.38,1420.9,551.67,48.0,520.94,1
46,236,0.0007,0.0004,100.0,1595.44,1416.92,551.36,47.82,520.21,1
46,237,0.0015,-0.0004,100.0,1594.62,1410.64,552.59,48.08,519.74,1
46,238,-0.0004,0.0,100.0,1598.58,1423.18,551.54,47.98,519.98,1
46,239,0.0017,0.0002,100.0,1597.92,1422.03,551.58,48.05,520.15,1
46,240,0.0011,-0.0002,100.0,1595.13,1424.97,551.31,47.98,520.42,1
46,241,-0.0019,0.0005,100.0,1596.83,1424.73,551.82,47.67,520.29,1
46,242,0.0008,0.0002,100.0,1600.41,1427.35,551.99,48.07,520.01,1
46,243,-0.0017,-0.0003,100.0,1601.32,1421.55,551.99,48.13,519.72,1
46,244,0.0005,-0.0001,100.0,1594.24,1419.28,551.46,47.88,520.39,1
46,245,-0.0006,0.0001,100.0,1603.5,1422.32,551.68,48.1,519.83,1
46,246,0.0023,0.0003,100.0,1598.63,1430.25,551.8,48.09,519.77,1
46,247,-0.0006,0.0004,100.0,1606.34,1424.21,552.26,48.06,519.96,1
46,248,0.0011,0.0002,100.0,1596.39,1427.26,550.98,48.14,520.07,1
46,249,0.005,0.0003,100.0,1598.26,1428.19,551.82,48.01,519.37,1
46,250,-0.0019,-0.0005,100.0,1603.89,1427.77,551.33,48.17,519.96,1
46,251,-0.0039,0.0004,100.0,1601.83,1426.78,550.74,48.16,519.82,1
46,252,0.0011,0.0002,100.0,1604.29,1426.03,551.22,48.23,519.83,1
46,253,-0.0007,0.0003,100.0,1601.35,1425.3,550.83,48.33,519.95,1
46,254,-0.0014,0.0002,100.0,1595.95,1430.12,550.5,48.11,519.97,1
46,255,0.003,-0.0003,100.0,1602.1,1429.98,550.76,48.29,519.99,1
46,256,0.0023,0.0002,100.0,1602.57,1433.99,550.75,48.22,519.48,1
47,1,0.0018,0.0001,100.0,1581.75,1402.34,554.99,47.21,522.64,0
47,2,0.003,0.0003,100.0,1575.94,1401.33,555.05,47.14,522.29,0
47,3,0.0032,-0.0003,100.0,1584.8,1398.87,554.75,47.06,522.82,0
47,4,0.0012,0.0002,100.0,1578.91,1387.93,555.21,47.12,523.31,0
47,5,0.0019,0.0001,100.0,1591.14,1397.29,554.99,47.22,522.54,0
47,6,-0.0013,0.0002,100.0,1571.99,1397.98,553.56,47.26,522.6,0
47,7,0.0044,0.0,100.0,1584.89,1406.01,554.63,47.18,522.33,0
47,8,0.0008,0.0002,100.0,1587.61,1397.07,554.31,47.13,522.2,0
47,9,-0.0006,-0.0005,100.0,1581.84,1396.05,554.84,47.29,522.55,0
47,10,0.0009,-0.0005,100.0,1587.28,1400.35,554.04,47.12,522.09,0
47,11,0.0013,-0.0001,100.0,1577.31,1398.69,554.24,47.27,522.1,0
47,12,0.0023,0.0002,100.0,1582.58,1404.15,554.83,47.3,522.16,0
47,13,0.0023,-0.0005,100.0,1581.81,1399.37,554.18,47.25,522.2,0
47,14,-0.0016,0.0004,100.0,1578.29,1395.7,554.21,47.13,522.17,0
47,15,-0.0005,0.0002,100.0,1590.53,1396.66,553.46,47.24,522.47,0
47,16,-0.0009,0.0,100.0,1588.73,1398.9,555.16,47.17,521.96,0
47,17,0.0024,0.0002,100.0,1580.17,1393.7,554.72,46.98,522.83,0
47,18,0.0026,-0.0005,100.0,1585.06,1400.7,554.32,47.05,522.78,0
47,19,0.0014,-0.0005,100.0,1582.16,1395.54,554.24,47.43,522.82,0
47,20,0.001,-0.0002,100.0,1579.78,1405.51,554.98,47.27,522.38,0
47,21,0.0013,-0.0003,100.0,1586.68,1408.07,554.13,47.11,522.78,0
47,22,-0.0033,0.0001,100.0,1588.12,1398.95,554.66,47.15,522.01,0
47,23,0.0019,0.0001,100.0,1589.08,1405.64,554.69,47.21,522.28,0
47,24,-0.0024,-0.0003,100.0,1581.26,1400.66,554.69,47.2,522.1,0
47,25,0.0011,0.0003,100.0,1576.05,1397.31,554.12,47.11,521.76,0
47,26,-0.004,-0.0001,100.0,1584.22,1403.91,554.17,47.27,522.44,0
47,27,0.0,-0.0004,100.0,1582.95,1404.14,554.63,46.94,522.45,0
47,28,-0.0011,0.0003,100.0,1586.61,1400.8,554.85,47.27,522.3,0
47,29,0.0021,0.0004,100.0,1582.56,1396.1,554.08,47.07,522.27,0
47,30,-0.0016,-0.0001,100.0,1579.53,1393.06,554.5,47.12,522.26,0
47,31,-0.0042,-0.0005,100.0,1581.87,1393.44,554.89,47.17,522.17,0
47,32,-0.001,0.0001,100.0,1583.57,1392.99,554.0,47.2,522.1,0
47,33,0.0002,-0.0003,100.0,1587.47,1402.32,554.15,47.16,522.44,0
47,34,0.0029,-0.0003,100.0,1588.71,1402.53,554.52,47.12,522.56,0
47,35,-0.0,0.0004,100.0,1580.7,1397.95,554.51,47.38,522.87,0
47,36,-0.0008,-0.0,100.0,1582.73,1395.97,554.52,46.98,522.62,0
47,37,0.0008,0.0001,100.0,1584.72,1395.16,554.67,47.1,522.56,0
47,38,0.0013,-0.0003,100.0,1585.13,1399.56,554.34,47.09,522.08,0
47,39,0.0033,0.0002,100.0,1584.17,1401.82,554.09,47.15,521.83,0
47,40,-0.0009,0.0001,100.0,1584.92,1398.57,554.66,47.11,521.92,0
47,41,0.0026,0.0004,100.0,1587.49,1395.16,554.33,47.11,522.5,0
47,42,-0.0007,-0.0,100.0,1577.88,1401.27,554.42,47.26,522.12,0
47,43,-0.0002,0.0001,100.0,1586.97,1402.6,553.92,47.11,522.51,0
47,44,-0.0027,0.0004,100.0,1587.39,1397.36,554.44,47.21,522.91,0
47,45,-0.0012,0.0004,100.0,1583.7,1395.63,554.65,47.03,521.88,0
47,46,-0.0009,-0.0002,100.0,1590.31,1403.93,554.24,47.25,522.08,0
47,47,-0.0,0.0,100.0,1586.49,1392.74,554.6,47.12,522.16,0
47,48,0.0017,0.0001,100.0,1589.09,1400.99,554.37,47.19,522.3,0
47,49,-0.0015,-0.0003,100.0,1587.69,1398.19,554.35,47.13,522.78,0
47,50,0.0003,-0.0004,100.0,1582.73,1395.11,553.73,47.27,522.04,1
47,51,-0.0013,-0.0,100.0,1574.52,1402.21,553.46,47.13,521.58,1
47,52,-0.002,0.0002,100.0,1583.03,1399.8,554.16,47.31,522.27,1
47,53,0.0029,0.0001,100.0,1579.32,1401.24,554.12,47.32,522.3,1
47,54,-0.0016,-0.0001,100.0,1585.36,1392.59,554.37,47.39,521.42,1
47,55,0.0002,0.0,100.0,1575.47,1397.11,554.1,47.31,521.78,1
47,56,-0.0021,-0.0003,100.0,1584.43,1394.51,554.55,47.12,522.98,1
47,57,0.0031,-0.0,100.0,1586.05,1400.94,554.7,47.3,522.32,1
47,58,0.0053,0.0003,100.0,1589.86,1405.6,554.87,47.38,521.97,1
47,59,-0.001,0.0004,100.0,1578.76,1401.18,554.78,47.09,522.17,1
47,60,0.0017,-0.0001,100.0,1585.71,1394.72,554.52,47.21,522.05,1
47,61,-0.0015,-0.0003,100.0,1584.27,1408.5,554.37,47.14,522.27,1
47,62,0.0014,-0.0005,100.0,1585.13,1398.9,554.6,47.21,522.19,1
47,63,0.0011,0.0004,100.0,1586.03,1410.9,554.08,47.31,522.09,1
47,64,-0.0043,0.0004,100.0,1584.91,1394.21,554.61,47.3,522.3,1
47,65,-0.0005,-0.0,100.0,1581.59,1405.33,553.51,47.34,522.02,1
47,66,0.0012,0.0002,100.0,1584.11,1394.33,554.25,47.13,522.08,1
47,67,0.0011,-0.0005,100.0,1583.78,1400.62,554.14,47.41,522.43,1
47,68,0.0012,-0.0001,100.0,1583.42,1392.88,554.45,47.28,522.55,1
47,69,0.001,-0.0004,100.0,1584.51,1390.08,554.27,47.41,521.9,1
47,70,0.0011,-0.0001,100.0,1582.76,1403.26,554.27,47.21,522.28,1
47,71,0.001,-0.0002,100.0,1582.75,1396.32,553.68,47.02,522.21,1
47,72,0.0025,-0.0004,100.0,1578.69,1402.9,553.59,47.07,521.7,1
47,73,-0.0027,-0.0002,100.0,1580.98,1404.29,554.15,47.35,522.09,1
47,74,0.0007,0.0002,100.0,1584.17,1392.6,554.62,47.29,522.32,1
47,75,0.0023,-0.0004,100.0,1584.61,1400.37,554.44,47.37,523.06,1
47,76,0.0046,0.0003,100.0,1578.97,1400.9,554.62,47.23,522.21,1
47,77,0.0008,-0.0004,100.0,1584.25,1395.13,554.97,47.31,522.18,1
47,78,-0.0003,-0.0001,100.0,1584.68,1404.65,554.61,47.38,522.18,1
47,79,0.0009,0.0001,100.0,1587.21,1401.6,554.65,47.25,522.52,1
47,80,-0.0007,-0.0003,100.0,1586.8,1395.98,555.37,47.06,522.32,1
47,81,-0.0045,0.0004,100.0,1584.43,1402.91,554.72,47.06,522.49,1
47,82,-0.0007,-0.0004,100.0,1587.32,1404.18,554.29,47.23,522.17,1
47,83,0.0011,0.0003,100.0,1587.69,1396.24,554.17,47.17,522.8,1
47,84,0.0026,0.0003,100.0,1582.47,1395.91,553.79,47.34,521.81,1
47,85,0.0005,-0.0001,100.0,1585.16,1401.33,553.61,47.25,522.5,1
47,86,-0.0003,0.0002,100.0,1588.2,1397.12,554.5,47.23,522.49,1
47,87,-0.0012,0.0004,100.0,1581.52,1401.77,554.3,47.19,522.3,1
47,88,-0.0033,0.0002,100.0,1585.66,1400.54,554.29,47.23,522.84,1
47,89,-0.0021,0.0001,100.0,1585.81,1404.45,554.32,47.33,522.51,1
47,90,0.0001,-0.0004,100.0,1588.38,1403.15,554.08,47.29,522.35,1
47,91,0.0014,-0.0,100.0,1581.02,1407.84,554.92,47.25,522.23,1
47,92,-0.0007,0.0003,100.0,1591.43,1392.23,554.48,47.36,521.85,1
47,93,-0.002,-0.0004,100.0,1585.38,1402.2,554.08,47.47,522.31,1
47,94,0.0006,-0.0004,100.0,1579.57,1403.6,554.54,47.52,522.39,1
47,95,-0.0016,0.0002,100.0,1593.68,1397.43,554.16,47.37,521.5,1
47,96,-0.0037,0.0001,100.0,1581.19,1401.09,554.48,47.15,521.84,1
47,97,0.0003,-0.0004,100.0,1584.34,1402.92,553.75,47.29,522.26,1
47,98,-0.0051,0.0003,100.0,1583.37,1396.84,553.23,47.38,521.8,1
47,99,-0.0003,0.0,100.0,1581.79,1404.53,554.34,47.34,522.16,1
47,100,0.0047,0.0003,100.0,1585.68,1401.92,553.79,47.33,522.0,1
47,101,0.0027,0.0003,100.0,1591.32,1399.9,553.93,47.13,521.61,1
47,102,-0.0013,0.0002,100.0,1582.29,1402.69,554.85,47.43,522.57,1
47,103,0.0034,0.0002,100.0,1588.43,1404.6,554.19,47.34,521.76,1
47,104,-0.0012,0.0002,100.0,1585.78,1398.75,554.92,47.32,521.97,1
47,105,-0.0032,-0.0003,100.0,1588.22,1404.37,554.3,47.51,521.47,1
47,106,-0.0005,0.0,100.0,1575.03,1409.09,554.29,47.37,522.13,1
47,107,-0.0006,-0.0001,100.0,1585.05,1405.92,554.51,47.19,522.25,1
47,108,0.0015,0.0003,100.0,1584.46,1401.48,554.0,47.24,522.34,1
47,109,-0.0038,0.0002,100.0,1592.21,1414.4,554.3,47.42,522.65,1
47,110,0.0,0.0004,100.0,1580.4,1403.36,554.48,47.29,522.04,1
47,111,0.0053,0.0002,100.0,1585.75,1411.44,554.24,47.43,522.14,1
47,112,-0.002,0.0001,100.0,1592.48,1401.81,553.6,47.25,521.81,1
47,113,-0.0027,-0.0005,100.0,1584.18,1405.17,553.95,47.29,521.78,1
47,114,-0.0081,0.0004,100.0,1585.06,1410.45,553.76,47.3,522.05,1
47,115,-0.0008,0.0003,100.0,1587.72,1404.52,553.83,47.44,522.12,1
47,116,-0.0035,0.0004,100.0,1584.7,1399.63,554.19,47.38,522.49,1
47,117,0.0023,-0.0001,100.0,1586.76,1407.32,554.0,47.46,521.84,1
47,118,0.0021,-0.0003,100.0,1585.84,1395.94,552.66,47.16,522.47,1
47,119,0.0058,0.0002,100.0,1587.51,1408.39,554.09,47.22,521.89,1
47,120,-0.0009,-0.0005,100.0,1593.16,1399.21,553.1,47.49,521.7,1
47,121,-0.0017,-0.0002,100.0,1588.91,1402.36,554.0,47.42,522.27,1
47,122,-0.0016,-0.0005,100.0,1588.81,1399.27,554.66,47.29,521.96,1
47,123,0.0029,-0.0004,100.0,1585.77,1405.05,554.41,47.39,522.47,1
47,124,-0.0054,0.0,100.0,1586.0,1405.08,553.24,47.39,522.23,1
47,125,0.0019,-0.0004,100.0,1586.56,1406.34,553.67,47.52,521.82,1
47,126,-0.0015,-0.0005,100.0,1586.81,1411.11,553.95,47.5,521.56,1
47,127,-0.0022,-0.0005,100.0,1588.33,1405.95,554.69,47.44,522.23,1
47,128,0.0016,0.0004,100.0,1589.6,1404.22,553.81,47.44,522.32,1
47,129,-0.0011,-0.0002,100.0,1583.8,1402.94,553.37,47.39,521.55,1
47,130,0.0005,-0.0002,100.0,1590.18,1406.25,553.85,47.36,521.89,1
47,131,-0.0022,-0.0001,100.0,1579.94,1401.11,553.66,47.57,521.75,1
47,132,-0.0027,-0.0004,100.0,1583.46,1411.1,554.07,47.52,521.75,1
47,133,-0.0022,0.0002,100.0,1593.37,1401.96,553.63,47.27,521.9,1
47,134,0.005,-0.0,100.0,1582.69,1400.58,553.44,47.26,521.98,1
47,135,0.0024,-0.0005,100.0,1595.35,1407.0,552.77,47.35,522.26,1
47,136,-0.0011,-0.0002,100.0,1588.33,1406.68,553.76,47.39,521.46,1
47,137,-0.0013,-0.0002,100.0,1589.12,1401.39,553.25,47.53,521.59,1
47,138,-0.0005,-0.0002,100.0,1589.6,1411.46,554.07,47.3,521.74,1
47,139,-0.0016,-0.0003,100.0,1584.05,1408.4,553.52,47.43,521.85,1
47,140,-0.0027,0.0003,100.0,1589.97,1399.76,553.87,47.3,521.28,1
47,141,-0.0005,-0.0005,100.0,1588.13,1413.07,554.03,47.21,521.83,1
47,142,-0.001,0.0,100.0,1580.05,1408.59,554.32,47.4,521.77,1
47,143,0.002,-0.0005,100.0,1587.59,1405.27,553.74,47.45,521.69,1
47,144,-0.0009,0.0003,100.0,1589.38,1401.06,553.04,47.39,521.72,1
47,145,0.0013,-0.0003,100.0,1588.8,1399.62,552.87,47.32,521.82,1
47,146,0.0031,0.0004,100.0,1586.78,1406.7,553.6,47.48,521.76,1
47,147,0.0005,0.0004,100.0,1597.94,1404.59,553.69,47.53,521.37,1
47,148,-0.0004,0.0002,100.0,1589.14,1405.85,553.11,47.49,521.97,1
47,149,0.0017,-0.0004,100.0,1589.77,1402.6,553.58,47.37,521.38,1
47,150,-0.0039,-0.0005,100.0,1588.18,1405.4,553.71,47.4,521.81,1
47,151,-0.0,0.0,100.0,1590.14,1404.79,553.86,47.58,521.63,1
47,152,-0.0029,0.0,100.0,1591.49,1401.36,553.87,47.47,521.46,1
47,153,-0.0023,-0.0003,100.0,1591.33,1415.96,553.52,47.51,521.52,1
47,154,-0.0028,0.0002,100.0,1591.36,1412.01,552.89,47.61,521.37,1
47,155,0.0013,-0.0002,100.0,1586.7,1414.5,553.91,47.41,521.71,1
47,156,-0.001,-0.0002,100.0,1588.64,1413.24,553.14,47.47,521.47,1
47,157,0.0041,0.0004,100.0,1585.01,1407.19,552.97,47.59,521.75,1
47,158,-0.0007,0.0002,100.0,1590.29,1411.36,553.15,47.67,520.98,1
47,159,0.0015,0.0003,100.0,1592.17,1412.21,552.96,47.47,521.36,1
47,160,-0.0014,-0.0004,100.0,1591.0,1405.85,554.0,47.63,521.41,1
47,161,0.0029,0.0001,100.0,1595.15,1403.99,553.33,47.41,521.64,1
47,162,0.0023,-0.0004,100.0,1596.5,1410.46,553.45,47.66,520.77,1
47,163,-0.0013,0.0,100.0,1595.57,1403.14,553.09,47.55,521.34,1
47,164,-0.0023,-0.0003,100.0,1590.89,1415.32,553.16,47.56,520.83,1
47,165,0.0011,0.0002,100.0,1595.56,1417.79,553.23,47.55,521.29,1
47,166,-0.0011,-0.0004,100.0,1591.43,1409.8,553.94,47.56,520.99,1
47,167,-0.0001,-0.0004,100.0,1591.64,1407.03,553.16,47.58,521.24,1
47,168,0.0006,0.0003,100.0,1589.02,1420.46,553.09,47.47,521.1,1
